3000,0.222,1,174,0
4000,0.200,1,222,0
5000,0.190,1,175,0
6000,0.183,1,174,0
7000,0.196,1,179,0
8000,0.173,1,176,0
9000,0.158,1,174,0
10000,0.161,1,175,0
11000,0.202,1,176,0
12000,0.214,1,174,0
13000,0.206,1,177,0
14000,0.198,1,174,0
15000,0.169,1,176,0
16000,0.203,1,175,0
17000,0.164,1,182,0
18000,0.152,1,179,0
19000,0.160,1,177,0
20000,0.203,1,187,0
21000,0.217,1,175,0
22000,0.221,1,175,0
23000,0.195,1,182,0
24000,0.191,1,180,0
25000,0.193,1,175,0
26000,0.152,1,174,0
27000,0.157,1,177,0
28000,0.159,1,175,0
29000,0.222,1,186,0
30000,0.209,1,180,0
31000,0.218,1,188,0
32000,0.207,1,175,0
33000,0.195,1,177,0
34000,0.209,1,185,0
35000,0.171,1,177,0
36000,0.172,1,176,0
37000,0.147,1,186,0
38000,0.222,1,179,0
39000,0.180,1,175,0
40000,0.218,1,182,0
41000,0.199,1,179,0
42000,0.182,1,175,0
43000,0.186,1,189,0
44000,0.149,1,176,0
45000,0.183,1,174,0
46000,0.134,1,174,0
47000,0.210,1,176,0
48000,0.214,1,189,0
49000,0.234,1,177,0
50000,0.204,1,175,0
51000,0.211,1,176,0
52000,0.191,1,181,0
53000,0.166,1,180,0
54000,0.161,1,188,0
55000,0.169,1,175,0
56000,0.222,1,181,0
57000,0.242,1,177,0
58000,0.224,1,179,0
59000,0.199,1,182,0
60000,0.199,1,178,0
61000,0.179,1,187,0
62000,0.148,1,181,0
63000,0.167,1,180,0
64000,0.153,1,176,0
65000,0.219,1,188,0
66000,0.223,1,175,0
67000,0.198,1,174,0
68000,0.198,1,183,0
69000,0.187,1,180,0
70000,0.194,1,175,0
71000,0.173,1,175,0
72000,0.157,1,174,0
73000,0.164,1,185,0
74000,0.231,1,177,0
75000,0.201,1,175,0
76000,0.185,1,175,0
77000,0.188,1,176,0
78000,0.201,1,176,0
79000,0.188,1,188,0
80000,0.147,1,176,0
81000,0.159,1,176,0
82000,0.156,1,175,0
83000,0.213,1,179,0
84000,0.220,1,175,0
85000,0.222,1,183,0
86000,0.179,1,180,0
87000,0.187,1,190,0
88000,0.187,1,177,0
89000,0.157,1,177,0
90000,0.146,1,177,0
91000,0.156,1,176,0
92000,0.222,1,176,0
93000,0.178,1,192,0
94000,0.215,1,185,0
95000,0.206,1,182,0
96000,0.199,1,177,0
97000,0.208,1,176,0
98000,0.154,1,178,0
99000,0.143,1,187,0
100000,0.152,2,191,0
