3000,0.296,2,14,0
4000,0.321,1,9,0
5000,0.301,2,9,0
6000,0.369,1,9,0
7000,0.439,1,9,0
8000,0.503,1,9,0
9000,0.495,2,9,0
10000,0.526,1,9,0
11000,0.493,3,10,0
12000,0.534,1,14,0
13000,0.577,2,9,0
14000,0.591,1,9,0
15000,0.595,1,9,0
16000,0.597,1,9,0
17000,0.611,2,9,0
18000,0.621,1,9,0
19000,0.625,1,9,0
20000,0.631,2,9,0
21000,0.626,2,13,0
22000,0.606,2,9,0
23000,0.629,2,9,0
24000,0.624,2,11,0
25000,0.622,1,14,0
26000,0.640,2,13,0
27000,0.634,3,12,0
28000,0.655,3,16,0
29000,0.635,3,11,0
30000,0.613,5,21,0
31000,0.661,3,15,0
32000,0.672,2,13,0
33000,0.668,2,14,0
34000,0.669,2,15,0
35000,0.750,2,13,0
36000,0.723,2,9,0
37000,0.729,2,12,0
38000,0.717,2,9,0
39000,0.718,1,9,0
40000,0.716,1,9,0
41000,0.724,2,9,0
42000,0.742,2,9,0
43000,0.735,3,11,0
44000,0.733,1,10,0
45000,0.748,2,9,0
46000,0.733,2,11,0
47000,0.733,1,8,0
48000,0.757,1,9,0
49000,0.757,1,9,0
50000,0.764,1,9,0
51000,0.737,1,8,0
52000,0.768,2,9,0
53000,0.789,2,13,0
54000,0.799,2,9,0
55000,0.773,1,9,0
56000,0.811,2,8,0
57000,0.824,1,8,0
58000,0.805,1,8,0
59000,0.765,1,9,0
60000,0.771,1,9,0
61000,0.811,2,9,0
62000,0.825,2,11,0
63000,0.818,1,9,0
64000,0.839,1,10,0
65000,0.837,1,8,0
66000,0.849,1,9,0
67000,0.852,2,8,0
68000,0.823,1,8,0
69000,0.822,1,8,0
70000,0.841,1,9,0
71000,0.836,1,10,0
72000,0.839,1,12,0
73000,0.830,2,10,0
74000,0.862,1,9,0
75000,0.866,1,9,0
76000,0.862,1,9,0
77000,0.874,1,8,0
78000,0.871,1,8,0
79000,0.853,2,8,0
80000,0.847,2,10,0
81000,0.870,3,11,0
82000,0.878,2,10,0
83000,0.865,1,10,0
84000,0.879,2,10,0
85000,0.874,2,9,0
86000,0.886,1,9,0
87000,0.885,2,9,0
88000,0.886,1,9,0
89000,0.898,2,9,0
90000,0.895,2,10,0
91000,0.907,1,11,0
92000,0.887,1,9,0
93000,0.896,2,11,0
94000,0.878,1,10,0
95000,0.892,2,10,0
96000,0.918,1,9,0
97000,0.895,2,9,0
98000,0.901,2,9,0
99000,0.896,2,9,0
100000,0.913,1,11,0
