3000,0.508,2,161,308
4000,0.542,1,160,96
5000,0.556,1,160,97
6000,0.607,2,171,81
7000,0.592,1,159,84
8000,0.624,1,161,83
9000,0.648,1,161,39
10000,0.631,1,172,14
11000,0.643,1,169,6
12000,0.636,2,163,11
13000,0.635,2,163,7
14000,0.645,1,166,9
15000,0.644,1,161,15
16000,0.631,2,166,16
17000,0.669,1,160,17
18000,0.644,2,159,19
19000,0.670,1,160,39
20000,0.642,2,160,48
21000,0.642,2,160,41
22000,0.670,2,161,45
23000,0.651,1,162,28
24000,0.649,2,163,29
25000,0.624,1,160,26
26000,0.619,2,162,31
27000,0.661,2,159,31
28000,0.645,1,162,33
29000,0.658,1,160,30
30000,0.643,1,160,38
31000,0.651,1,159,29
32000,0.655,1,161,37
33000,0.673,2,160,34
34000,0.678,1,159,40
35000,0.677,2,159,58
36000,0.639,2,158,54
37000,0.641,2,160,68
38000,0.679,1,160,81
39000,0.696,1,158,106
40000,0.725,1,160,127
41000,0.751,2,160,148
42000,0.739,1,172,152
43000,0.755,2,160,185
44000,0.771,2,161,180
45000,0.727,2,168,196
46000,0.726,2,161,183
47000,0.733,2,160,162
48000,0.728,1,161,171
49000,0.716,1,159,160
50000,0.763,1,160,154
51000,0.763,2,160,162
52000,0.754,2,160,167
53000,0.752,1,161,127
54000,0.749,2,159,139
55000,0.743,1,161,134
56000,0.748,1,159,136
57000,0.764,2,161,136
58000,0.759,1,162,164
59000,0.740,2,160,138
60000,0.763,2,161,158
61000,0.778,2,159,156
62000,0.765,2,161,164
63000,0.776,1,159,162
64000,0.770,2,172,168
65000,0.769,1,162,176
66000,0.766,2,160,151
67000,0.774,1,160,169
68000,0.789,1,159,149
69000,0.795,1,160,152
70000,0.779,1,159,157
71000,0.761,1,160,158
72000,0.774,1,160,151
73000,0.800,1,159,150
74000,0.787,2,158,155
75000,0.796,1,160,177
76000,0.787,1,161,185
77000,0.802,2,159,183
78000,0.817,1,162,165
79000,0.828,1,160,183
80000,0.788,2,160,166
81000,0.784,1,158,158
82000,0.802,1,159,154
83000,0.802,1,160,190
84000,0.796,1,163,167
85000,0.835,1,159,191
86000,0.808,1,171,193
87000,0.797,2,159,185
88000,0.833,1,161,168
89000,0.803,2,179,183
90000,0.798,1,160,200
91000,0.825,2,160,206
92000,0.805,2,172,196
93000,0.815,2,173,178
94000,0.810,2,172,186
95000,0.815,2,173,191
96000,0.824,1,167,205
97000,0.825,1,160,219
98000,0.842,1,167,231
99000,0.821,2,161,207
100000,0.848,2,160,214
