3000,0.506,2,68,604
4000,0.502,2,54,302
5000,0.513,2,66,302
6000,0.512,2,54,302
7000,0.513,2,66,302
8000,0.505,2,53,302
9000,0.515,2,66,302
10000,0.516,2,53,302
11000,0.503,2,68,302
12000,0.503,2,54,302
13000,0.521,2,66,302
14000,0.519,2,53,302
15000,0.488,2,65,302
16000,0.469,2,57,302
17000,0.461,2,65,302
18000,0.504,2,53,302
19000,0.485,2,67,302
20000,0.550,2,54,302
21000,0.499,2,66,302
22000,0.570,2,53,302
23000,0.581,2,66,302
24000,0.626,2,57,302
25000,0.643,2,66,302
26000,0.626,2,54,302
27000,0.618,2,66,302
28000,0.639,2,54,302
29000,0.622,2,65,302
30000,0.674,2,56,302
31000,0.663,2,66,302
32000,0.650,2,54,302
33000,0.648,2,69,302
34000,0.627,2,53,302
35000,0.690,2,69,302
36000,0.674,2,55,302
37000,0.657,2,78,302
38000,0.687,2,54,302
39000,0.686,2,67,302
40000,0.656,2,53,302
41000,0.694,2,67,302
42000,0.677,2,53,302
43000,0.657,2,66,302
44000,0.671,2,57,302
45000,0.660,2,65,302
46000,0.637,2,57,302
47000,0.684,2,65,302
48000,0.661,2,53,302
49000,0.688,2,65,302
50000,0.687,2,54,302
51000,0.699,2,65,302
52000,0.703,2,55,302
53000,0.670,2,66,302
54000,0.663,2,53,302
55000,0.656,2,66,302
56000,0.663,2,56,302
57000,0.681,2,64,302
58000,0.672,2,56,302
59000,0.702,2,66,302
60000,0.647,2,54,302
61000,0.697,2,65,302
62000,0.681,2,54,302
63000,0.683,2,65,302
64000,0.646,2,54,302
65000,0.702,2,67,302
66000,0.692,2,53,302
67000,0.722,2,66,302
68000,0.681,2,54,302
69000,0.716,2,67,302
70000,0.651,2,53,302
71000,0.697,2,65,302
72000,0.677,2,54,302
73000,0.714,2,65,302
74000,0.713,2,53,302
75000,0.708,2,66,302
76000,0.696,2,55,302
77000,0.716,2,79,302
78000,0.731,2,53,302
79000,0.751,2,66,302
80000,0.740,2,53,302
81000,0.766,2,65,302
82000,0.708,2,54,302
83000,0.758,2,65,302
84000,0.748,2,53,302
85000,0.750,2,76,302
86000,0.751,2,54,302
87000,0.744,2,70,302
88000,0.741,2,53,302
89000,0.745,2,66,302
90000,0.732,2,53,302
91000,0.743,2,66,302
92000,0.740,2,55,302
93000,0.763,2,78,302
94000,0.746,2,54,302
95000,0.731,2,66,302
96000,0.754,2,54,302
97000,0.756,2,69,302
98000,0.736,2,57,302
99000,0.786,2,79,302
100000,0.766,2,55,302
