3000,0.164,1,157,4
4000,0.174,1,158,2
5000,0.167,1,157,7
6000,0.162,1,170,3
7000,0.171,1,190,2
8000,0.148,1,157,6
9000,0.163,1,158,11
10000,0.177,1,157,5
11000,0.220,1,160,3
12000,0.210,1,161,5
13000,0.209,1,159,4
14000,0.217,1,158,2
15000,0.214,1,169,1
16000,0.213,1,163,0
17000,0.227,1,169,2
18000,0.228,1,165,1
19000,0.227,1,155,0
20000,0.242,1,168,1
21000,0.218,1,157,0
22000,0.228,1,156,0
23000,0.235,1,172,0
24000,0.249,1,157,0
25000,0.224,1,157,1
26000,0.217,1,156,0
27000,0.222,1,155,1
28000,0.211,1,155,0
29000,0.221,1,154,0
30000,0.228,1,155,0
31000,0.239,1,159,2
32000,0.202,1,154,0
33000,0.221,1,156,0
34000,0.221,1,155,0
35000,0.222,1,155,0
36000,0.237,1,156,2
37000,0.220,1,156,0
38000,0.210,1,156,0
39000,0.227,1,154,0
40000,0.211,1,155,0
41000,0.218,1,157,1
42000,0.221,1,169,0
43000,0.206,1,157,0
44000,0.232,1,160,0
45000,0.229,1,176,0
46000,0.225,1,155,0
47000,0.227,1,158,0
48000,0.236,1,169,0
49000,0.232,1,157,0
50000,0.210,1,155,1
51000,0.213,1,168,0
52000,0.193,1,157,0
53000,0.228,1,159,0
54000,0.232,1,157,0
55000,0.240,1,168,0
56000,0.236,1,162,0
57000,0.251,1,159,0
58000,0.228,1,169,0
59000,0.224,1,157,0
60000,0.242,1,157,0
61000,0.217,1,158,0
62000,0.241,1,156,0
63000,0.233,1,158,1
64000,0.231,1,157,0
65000,0.239,1,156,0
66000,0.232,1,157,0
67000,0.211,1,157,1
68000,0.225,1,156,0
69000,0.193,1,155,0
70000,0.227,1,160,0
71000,0.214,1,160,0
72000,0.191,1,158,1
73000,0.195,1,155,0
74000,0.202,1,156,0
75000,0.230,1,169,0
76000,0.221,1,156,0
77000,0.228,1,155,0
78000,0.217,1,158,0
79000,0.214,1,162,0
80000,0.204,1,168,0
81000,0.229,1,156,0
82000,0.201,1,158,0
83000,0.217,1,157,0
84000,0.203,1,156,0
85000,0.223,1,156,0
86000,0.239,1,169,0
87000,0.228,1,171,0
88000,0.222,1,156,0
89000,0.204,1,172,0
90000,0.227,1,164,0
91000,0.231,1,178,0
92000,0.226,1,170,0
93000,0.221,1,156,0
94000,0.218,1,159,0
95000,0.222,1,170,0
96000,0.223,1,177,0
97000,0.239,1,160,1
98000,0.231,1,169,0
99000,0.212,1,160,0
100000,0.235,1,156,0
